dataset,model,outcome,term,term_label,coef,std_err,t_value,p_value,ci_low,ci_high
augmented,knowledge_model,knowledge_score,Intercept,Intercept,5.379532837591404,0.33764268032635764,15.932620936404343,3.762501623970215e-57,4.717765344508173,6.041300330674636
augmented,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,0.044057606325100196,0.44751709781412063,0.09844899008394944,0.9215757751239666,-0.8330597878564647,0.9211750005066652
augmented,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,1.4966719909924737,0.7342911337546346,2.038254204894963,0.04152451714297837,0.05748781466630626,2.935856167318641
augmented,knowledge_model,knowledge_score,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,2.8159999637019584,0.8875257433667483,3.172865671501221,0.0015094234412096417,1.076481471350993,4.555518456052924
augmented,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,2.1112111969901735,0.2996224866056809,7.046237486736566,1.8382042034660443e-12,1.523961914284704,2.698460479695643
augmented,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,3.8367202584848297,1.281831588220106,2.993154712166462,0.002761097426900424,1.3243765113276451,6.349064005642014
augmented,knowledge_model,knowledge_score,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,-4.912527974355443e-16,3.851418203058349e-16,-1.2755114389952469,0.2021282779414847,-1.246116894175178e-15,2.636112993040894e-16
augmented,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,0.22395365541301504,0.37711118494410617,0.5938663830567861,0.5526014849714926,-0.5151706852446565,0.9630779960706866
augmented,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,-0.3505586368897522,0.4505568370493913,-0.7780564138932886,0.43653575638406694,-1.233633810494841,0.5325165367153366
augmented,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,1.2641453321844955,0.5995593608806858,2.1084573349461295,0.03499144951758222,0.08903057826449823,2.439260086104493
augmented,knowledge_model,knowledge_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,-1.728077649536863,0.8643230273475246,-1.9993423695306018,0.04557132282081089,-3.4221196541466394,-0.03403564492708644
augmented,knowledge_model,knowledge_score,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,0.4064083981020229,0.38118575714518277,1.066168896618122,0.28634729958752536,-0.3407019573221669,1.1535187535262126
augmented,knowledge_model,knowledge_score,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,-0.6632469149931295,0.6834556743569731,-0.9704314996245266,0.3318314538625675,-2.002795421762332,0.6763015917760731
augmented,knowledge_model,knowledge_score,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,-0.22275248398073455,0.348255906543078,-0.6396229892892883,0.5224177328628858,-0.9053215182085144,0.45981655024704526
augmented,knowledge_model,knowledge_score,"C(sample_source, Treatment(reference='observed'))[T.generated]",Sample Source: generated vs observed,0.21748832873227525,0.2848821414509114,0.7634326519191484,0.44520541314520534,-0.3408704083501563,0.7758470658147067
augmented,attitude_model,attitude_score,Intercept,Intercept,23.208674909972757,0.9028286649666105,25.706621655429036,9.85695779608263e-146,21.43916324242782,24.978186577517693
augmented,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,-2.65315208006719,1.114348874548794,-2.3808989632097632,0.017270448142954937,-4.837235740395569,-0.4690684197388113
augmented,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.40-50 years]",Age Range: 40-50 years vs 20-30 years,-2.6312845999998586,1.140083536085063,-2.3079752638437676,0.021000512339711393,-4.8658072700936525,-0.3967619299060643
augmented,attitude_model,attitude_score,"C(age_range, Treatment(reference='20-30 years'))[T.50-60 years]",Age Range: 50-60 years vs 20-30 years,-3.153069495163221,1.6283173060972507,-1.9363974597312945,0.05281904037458518,-6.344512770517115,0.03837378019067339
augmented,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Female]",Gender: Female vs Male,0.2203680748106973,0.6596769062009712,0.33405455419044483,0.738338392528755,-1.0725749027760136,1.5133110523974083
augmented,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Prefer not to say]",Gender: Prefer not to say vs Male,1.01108277965198,2.0898233566685596,0.48381255593954725,0.6285189033508272,-3.084895733469001,5.107061292772961
augmented,attitude_model,attitude_score,"C(gender, Treatment(reference='Male'))[T.Other]",Gender: Other vs Male,1.5454615491423691e-15,7.388977934787045e-16,2.091576890311705,0.03647638158719106,9.724848566799364e-17,2.9936746126167447e-15
augmented,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.3-6 years]",Professional Experience: 3-6 years vs 0-3 years,0.19884250476471066,0.6995053425421079,0.2842615955470576,0.7762099149572346,-1.1721627736111746,1.569847783140596
augmented,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.6-10 years]",Professional Experience: 6-10 years vs 0-3 years,0.5187366588297095,0.9610129847723979,0.5397811133140566,0.589347993490901,-1.36481417999953,2.402287497658949
augmented,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.10-15 years]",Professional Experience: 10-15 years vs 0-3 years,0.8272871757847593,1.5046120407829369,0.5498342119834917,0.5824330907236464,-2.121698234855108,3.7762725864246267
augmented,attitude_model,attitude_score,"C(professional_experience, Treatment(reference='0-3 years'))[T.15+ years]",Professional Experience: 15+ years vs 0-3 years,0.8312942203768401,1.3619383181300664,0.610375821952203,0.5416128806109717,-1.8380558323231444,3.5006442730768246
augmented,attitude_model,attitude_score,"C(work_mode, Treatment(reference='Full time'))[T.Hybrid]",Work Mode: Hybrid vs Full time,1.5675973661375755,0.9713310971149122,1.6138651081940216,0.1065566883681859,-0.33617660127143,3.471371333546581
augmented,attitude_model,attitude_score,"C(work_mode, Treatment(reference='Full time'))[T.Work from home (Remote)]",Work Mode: Work from home (Remote) vs Full time,3.2106625158862636,0.8322586690643018,3.857769988140793,0.00011442625190414224,1.5794654986989924,4.841859533073535
augmented,attitude_model,attitude_score,"C(previous_treatment, Treatment(reference='No'))[T.Yes]",Previous Treatment: Yes vs No,0.5712681845340307,0.7811351705973937,0.7313307683958697,0.4645771412293459,-0.9597286168944118,2.1022649859624734
augmented,attitude_model,attitude_score,"C(sample_source, Treatment(reference='observed'))[T.generated]",Sample Source: generated vs observed,0.22897619893891996,0.5789031505885662,0.3955345530700976,0.6924484264731756,-0.9056531267514373,1.363605524629277
augmented,attitude_model,attitude_score,knowledge_score,Knowledge Score,0.6208576025674916,0.11524632942922847,5.387222357903846,7.155488802107436e-08,0.39497894753576523,0.8467362575992179
augmented,practice_model,practice_index,Intercept,Intercept,11.882740724788707,1.6562265302763375,7.174586632666789,7.252598472240551e-13,8.636596375207349,15.128885074370066
augmented,practice_model,practice_index,"C(age_range, Treatment(reference='20-30 years'))[T.30-40 years]",Age Range: 30-40 years vs 20-30 years,-0.7712411322732293,0.9621127758833132,-0.801611985211562,0.4227774425241143,-2.65694752207038,1.1144652575239213
